buytime,selltime,ticker,buy_price,sell_price,profit_per_share
2025-02-24 06:40:00-08:00,2025-02-24 10:05:00-08:00,NVDA,137.33999633789062,134.33999633789062,-3.0
2025-02-25 07:35:00-08:00,2025-02-25 10:30:00-08:00,NVDA,126.88999938964844,127.98079681396484,1.0907974243164062
2025-02-26 06:35:00-08:00,2025-02-26 08:30:00-08:00,NVDA,130.77000427246094,132.22000122070312,1.4499969482421875
2025-02-27 06:30:00-08:00,2025-03-03 06:35:00-08:00,NVDA,131.8800048828125,120.63240051269531,-11.247604370117188
2025-03-04 06:30:00-08:00,2025-03-04 10:40:00-08:00,NVDA,113.3550033569336,116.78250122070312,3.4274978637695312
2025-03-05 06:40:00-08:00,2025-03-05 10:20:00-08:00,NVDA,116.36000061035156,116.58999633789062,0.2299957275390625
2025-03-06 07:05:00-08:00,2025-03-07 07:25:00-08:00,NVDA,114.59020233154297,111.04000091552734,-3.550201416015625
2025-02-07 09:10:00-08:00,2025-02-10 08:05:00-08:00,MSFT,411.19000244140625,414.7699890136719,3.579986572265625
2025-02-11 06:30:00-08:00,2025-02-11 12:55:00-08:00,MSFT,410.6300048828125,411.54998779296875,0.91998291015625
2025-02-12 07:00:00-08:00,2025-02-12 10:40:00-08:00,MSFT,407.51519775390625,409.7699890136719,2.254791259765625
2025-02-13 06:30:00-08:00,2025-02-13 08:30:00-08:00,MSFT,408.6400146484375,408.4549865722656,-0.185028076171875
2025-02-14 07:00:00-08:00,2025-02-14 11:15:00-08:00,MSFT,407.25,408.0,0.75
2025-02-18 06:30:00-08:00,2025-02-18 07:20:00-08:00,MSFT,410.1099853515625,408.6600036621094,-1.449981689453125
2025-02-19 06:30:00-08:00,2025-02-19 07:10:00-08:00,MSFT,408.69500732421875,408.114990234375,-0.58001708984375
2025-02-20 06:30:00-08:00,2025-02-20 06:30:00-08:00,MSFT,414.2449951171875,414.2449951171875,0.0
2025-02-21 06:30:00-08:00,2025-02-24 10:45:00-08:00,MSFT,416.3299865722656,404.360595703125,-11.969390869140625
2025-02-25 07:35:00-08:00,2025-02-26 08:20:00-08:00,MSFT,399.82000732421875,402.7699890136719,2.949981689453125
2025-02-27 06:30:00-08:00,2025-02-27 07:00:00-08:00,MSFT,404.5,398.9599914550781,-5.540008544921875
2025-02-28 06:40:00-08:00,2025-03-03 06:55:00-08:00,MSFT,391.1000061035156,393.6499938964844,2.54998779296875
2025-03-04 06:45:00-08:00,2025-03-04 12:35:00-08:00,MSFT,385.57000732421875,389.9949951171875,4.42498779296875
2025-03-05 06:35:00-08:00,2025-03-05 06:35:00-08:00,MSFT,390.510009765625,390.510009765625,0.0
2025-03-06 06:30:00-08:00,2025-03-06 06:30:00-08:00,MSFT,397.3399963378906,397.3399963378906,0.0
2025-03-07 06:40:00-08:00,2025-03-07 11:55:00-08:00,MSFT,393.8900146484375,393.1000061035156,-0.790008544921875
2025-02-07 07:35:00-08:00,2025-02-10 08:05:00-08:00,AMZN,230.49000549316406,232.63999938964844,2.149993896484375
2025-02-11 06:30:00-08:00,2025-02-11 06:30:00-08:00,AMZN,232.83999633789062,232.83999633789062,0.0
2025-02-12 06:50:00-08:00,2025-02-12 10:40:00-08:00,AMZN,230.0399932861328,230.64500427246094,0.605010986328125
2025-02-13 07:00:00-08:00,2025-02-13 12:30:00-08:00,AMZN,228.7803955078125,229.0449981689453,0.2646026611328125
2025-02-14 06:30:00-08:00,2025-02-14 06:30:00-08:00,AMZN,228.97999572753906,228.97999572753906,0.0
2025-02-18 06:30:00-08:00,2025-02-19 06:55:00-08:00,AMZN,228.6999969482422,224.94500732421875,-3.7549896240234375
2025-02-20 06:35:00-08:00,2025-02-24 10:45:00-08:00,AMZN,224.8430938720703,214.85000610351562,-9.993087768554688
2025-02-25 08:20:00-08:00,2025-02-25 11:20:00-08:00,AMZN,206.61000061035156,210.61000061035156,4.0
2025-02-26 06:30:00-08:00,2025-02-26 07:45:00-08:00,AMZN,215.10000610351562,217.02999877929688,1.92999267578125
2025-02-27 06:30:00-08:00,2025-03-03 06:55:00-08:00,AMZN,218.6999969482422,209.91000366210938,-8.789993286132812
2025-03-04 07:35:00-08:00,2025-03-04 11:35:00-08:00,AMZN,199.4600067138672,204.75999450683594,5.29998779296875
2025-03-05 06:30:00-08:00,2025-03-05 08:10:00-08:00,AMZN,204.8000030517578,204.97000122070312,0.1699981689453125
2025-03-06 07:00:00-08:00,2025-03-07 07:25:00-08:00,AMZN,204.63999938964844,199.4250030517578,-5.214996337890625
2025-02-07 07:45:00-08:00,2025-02-12 08:15:00-08:00,TSLA,373.239990234375,337.80999755859375,-35.42999267578125
2025-02-13 06:40:00-08:00,2025-02-13 08:05:00-08:00,TSLA,349.0751953125,353.0849914550781,4.009796142578125
2025-02-14 06:30:00-08:00,2025-02-14 06:45:00-08:00,TSLA,358.09991455078125,354.8410949707031,-3.258819580078125
2025-02-18 06:30:00-08:00,2025-02-18 06:30:00-08:00,TSLA,354.92999267578125,354.92999267578125,0.0
2025-02-19 06:30:00-08:00,2025-02-19 07:40:00-08:00,TSLA,358.29998779296875,363.239990234375,4.94000244140625
2025-02-20 07:40:00-08:00,2025-02-24 10:30:00-08:00,TSLA,352.64080810546875,338.0849914550781,-14.555816650390625
2025-02-25 08:45:00-08:00,2025-02-26 07:20:00-08:00,TSLA,304.0199890136719,299.8599853515625,-4.160003662109375
2025-02-27 06:35:00-08:00,2025-02-27 11:00:00-08:00,TSLA,295.5762023925781,288.3349914550781,-7.2412109375
2025-02-28 06:40:00-08:00,2025-02-28 08:25:00-08:00,TSLA,282.5299987792969,287.94000244140625,5.410003662109375
2025-03-03 06:30:00-08:00,2025-03-03 07:10:00-08:00,TSLA,300.07000732421875,296.0801086425781,-3.989898681640625
2025-03-04 08:00:00-08:00,2025-03-04 12:30:00-08:00,TSLA,265.8736877441406,278.79998779296875,12.926300048828125
2025-03-05 06:30:00-08:00,2025-03-05 10:20:00-08:00,TSLA,274.1294860839844,273.1831970214844,-0.9462890625
2025-03-06 07:00:00-08:00,2025-03-07 07:15:00-08:00,TSLA,269.2200012207031,262.34271240234375,-6.877288818359375
2025-02-07 07:55:00-08:00,2025-02-10 07:40:00-08:00,AAPL,230.52999877929688,229.36000061035156,-1.1699981689453125
2025-02-11 06:30:00-08:00,2025-02-11 08:20:00-08:00,AAPL,231.10000610351562,233.75,2.649993896484375
2025-02-12 06:50:00-08:00,2025-02-12 09:20:00-08:00,AAPL,232.72999572753906,235.375,2.6450042724609375
2025-02-13 06:30:00-08:00,2025-02-13 06:45:00-08:00,AAPL,238.32000732421875,236.69000244140625,-1.6300048828125
2025-02-14 06:35:00-08:00,2025-02-14 07:35:00-08:00,AAPL,243.40499877929688,244.05999755859375,0.654998779296875
2025-02-18 06:30:00-08:00,2025-02-18 09:05:00-08:00,AAPL,243.7550048828125,244.36500549316406,0.6100006103515625
2025-02-19 06:30:00-08:00,2025-02-19 07:20:00-08:00,AAPL,244.52999877929688,244.1300048828125,-0.399993896484375
2025-02-20 06:30:00-08:00,2025-02-20 07:00:00-08:00,AAPL,245.7100067138672,244.99000549316406,-0.720001220703125
2025-02-21 06:30:00-08:00,2025-02-21 09:20:00-08:00,AAPL,246.21119689941406,247.26499938964844,1.053802490234375
2025-02-24 06:30:00-08:00,2025-02-24 07:40:00-08:00,AAPL,246.06500244140625,246.17999267578125,0.114990234375
2025-02-25 06:30:00-08:00,2025-02-25 09:45:00-08:00,AAPL,247.99929809570312,248.41009521484375,0.410797119140625
2025-02-26 07:15:00-08:00,2025-02-27 08:35:00-08:00,AAPL,244.4949951171875,241.22999572753906,-3.2649993896484375
2025-02-28 06:55:00-08:00,2025-03-03 07:00:00-08:00,AAPL,236.74000549316406,240.89500427246094,4.154998779296875
2025-03-04 06:35:00-08:00,2025-03-04 12:35:00-08:00,AAPL,238.39480590820312,237.67999267578125,-0.714813232421875
2025-03-05 07:35:00-08:00,2025-03-05 11:30:00-08:00,AAPL,233.01499938964844,235.8249969482422,2.80999755859375
2025-03-06 06:30:00-08:00,2025-03-06 08:25:00-08:00,AAPL,234.30999755859375,236.77999877929688,2.470001220703125
2025-03-07 06:30:00-08:00,2025-03-07 07:30:00-08:00,AAPL,236.05999755859375,237.50729370117188,1.447296142578125
2025-02-07 07:45:00-08:00,2025-02-10 07:15:00-08:00,TSM,209.2353057861328,207.44000244140625,-1.7953033447265625
2025-02-11 06:35:00-08:00,2025-02-11 09:00:00-08:00,TSM,206.41000366210938,207.61000061035156,1.1999969482421875
2025-02-12 06:55:00-08:00,2025-02-12 10:40:00-08:00,TSM,205.86000061035156,206.14999389648438,0.2899932861328125
2025-02-13 07:45:00-08:00,2025-02-14 12:20:00-08:00,TSM,201.72000122070312,204.36000061035156,2.6399993896484375
2025-02-18 06:45:00-08:00,2025-02-18 06:45:00-08:00,TSM,203.8800048828125,203.8800048828125,0.0
2025-02-19 06:30:00-08:00,2025-02-20 10:15:00-08:00,TSM,201.39500427246094,199.5399932861328,-1.855010986328125
2025-02-21 06:30:00-08:00,2025-02-21 07:20:00-08:00,TSM,201.85000610351562,201.08999633789062,-0.760009765625
2025-02-24 06:30:00-08:00,2025-02-26 07:35:00-08:00,TSM,196.85000610351562,194.4600067138672,-2.3899993896484375
2025-02-27 06:30:00-08:00,2025-03-04 07:20:00-08:00,TSM,193.55999755859375,175.22000122070312,-18.339996337890625
2025-03-05 06:30:00-08:00,2025-03-05 06:40:00-08:00,TSM,181.5,183.10000610351562,1.600006103515625
2025-03-06 06:50:00-08:00,2025-03-07 11:50:00-08:00,TSM,180.59500122070312,175.33999633789062,-5.2550048828125
